Date;Action;Message;Crypto ValueETH
1712480850;Update;;199.97669999999999390638549812138080596923828125
1712480853;Update;;199.97669999999999390638549812138080596923828125
1712480854;Update;;199.981500000000011141310096718370914459228515625
1712480856;Update;;199.981500000000011141310096718370914459228515625
1712480858;Update;;199.97759999999999536157702095806598663330078125
1712480860;Update;;199.97759999999999536157702095806598663330078125
1712480862;Update;;199.97759999999999536157702095806598663330078125
1712480864;Update;;199.960700000000002773958840407431125640869140625
1712480869;Update;;199.960700000000002773958840407431125640869140625
1712480870;Update;;199.97370000000000800355337560176849365234375
1712480870;Update;;199.97370000000000800355337560176849365234375
1712480872;Update;;199.97370000000000800355337560176849365234375
1712480874;Update;;199.97370000000000800355337560176849365234375
1712480876;Update;;199.97219999999998663042788393795490264892578125
1712480878;Update;;199.97219999999998663042788393795490264892578125
1712480880;Update;;199.970400000000012141754268668591976165771484375
1712480882;Update;;199.970400000000012141754268668591976165771484375
1712480884;Update;;199.970400000000012141754268668591976165771484375
1712480886;Update;;199.97219999999998663042788393795490264892578125
1712480888;Update;;199.97219999999998663042788393795490264892578125
1712480890;Update;;199.97219999999998663042788393795490264892578125
1712480892;Update;;199.97550000000001091393642127513885498046875
1712480894;Update;;199.97550000000001091393642127513885498046875
1712480896;Update;;199.986999999999994770405464805662631988525390625
1712480898;Update;;199.986999999999994770405464805662631988525390625
1712480900;Update;;199.986999999999994770405464805662631988525390625
1712480902;Update;;199.985199999999991860022419132292270660400390625
1712480904;Update;;199.985199999999991860022419132292270660400390625
1712480906;Update;;199.985199999999991860022419132292270660400390625
1712480908;Update;;199.988200000000006184563972055912017822265625
1712480910;Update;;199.988200000000006184563972055912017822265625
1712480912;Update;;199.988200000000006184563972055912017822265625
1712480914;Update;;199.979000000000013415046851150691509246826171875
1712480916;Update;;199.979000000000013415046851150691509246826171875
1712480918;Update;;199.98169999999998935891198925673961639404296875
1712480920;Update;;199.98169999999998935891198925673961639404296875
1712480922;Update;;199.98169999999998935891198925673961639404296875
1712480924;Update;;199.988200000000006184563972055912017822265625
1712480926;Update;;199.988200000000006184563972055912017822265625
1712480928;Update;;199.988200000000006184563972055912017822265625
1712480930;Update;;199.990600000000000591171556152403354644775390625
1712480932;Update;;199.990600000000000591171556152403354644775390625
1712480934;Update;;199.990600000000000591171556152403354644775390625
1712480936;Update;;199.990600000000000591171556152403354644775390625
1712480938;Update;;199.990600000000000591171556152403354644775390625
1712480940;Update;;199.982900000000000773070496506989002227783203125
1712480942;Update;;199.982900000000000773070496506989002227783203125
1712480944;Update;;199.982900000000000773070496506989002227783203125
1712480946;Update;;199.990600000000000591171556152403354644775390625
1712480948;Update;;199.990600000000000591171556152403354644775390625
1712480950;Update;;199.9832000000000107320374809205532073974609375
1712480952;Update;;199.9832000000000107320374809205532073974609375
1712480954;Update;;199.9832000000000107320374809205532073974609375
1712480956;Update;;199.990600000000000591171556152403354644775390625
1712480958;Update;;199.990600000000000591171556152403354644775390625
1712480960;Update;;199.990600000000000591171556152403354644775390625
1712480962;Update;;199.990600000000000591171556152403354644775390625
1712480964;Update;;199.990600000000000591171556152403354644775390625
1712480966;Update;;199.990600000000000591171556152403354644775390625
1712480968;Update;;199.987300000000004729372449219226837158203125
1712480970;Update;;199.987300000000004729372449219226837158203125
1712480972;Update;;199.990600000000000591171556152403354644775390625
1712480974;Update;;199.990600000000000591171556152403354644775390625
1712480976;Update;;199.990600000000000591171556152403354644775390625
1712480978;Update;;199.990600000000000591171556152403354644775390625
1712480980;Update;;199.990600000000000591171556152403354644775390625
1712480982;Update;;199.990600000000000591171556152403354644775390625
1712480984;Update;;199.987400000000008049028110690414905548095703125
1712480989;Update;;199.987400000000008049028110690414905548095703125
1712480990;Update;;199.987899999999996225596987642347812652587890625
1712480990;Update;;199.987899999999996225596987642347812652587890625
1712480992;Update;;199.987899999999996225596987642347812652587890625
1712480994;Update;;199.990600000000000591171556152403354644775390625
1712480996;Update;;199.990600000000000591171556152403354644775390625
1712480998;Update;;199.990600000000000591171556152403354644775390625
1712481000;Update;;199.996900000000010777512216009199619293212890625
1712481002;Update;;199.996900000000010777512216009199619293212890625
1712481004;Update;;199.996900000000010777512216009199619293212890625
1712481006;Update;;199.996900000000010777512216009199619293212890625
1712481008;Update;;199.996900000000010777512216009199619293212890625
1712481010;Update;;200.002199999999987767296261154115200042724609375
1712481012;Update;;200.002199999999987767296261154115200042724609375
1712481014;Update;;200.002199999999987767296261154115200042724609375
1712481016;Update;;199.996900000000010777512216009199619293212890625
1712481018;Update;;199.996900000000010777512216009199619293212890625
1712481020;Update;;199.996900000000010777512216009199619293212890625
1712481022;Update;;199.996900000000010777512216009199619293212890625
1712481024;Update;;199.996900000000010777512216009199619293212890625
1712481026;Update;;199.996900000000010777512216009199619293212890625
1712481028;Update;;199.996900000000010777512216009199619293212890625
1712481030;Update;;199.996900000000010777512216009199619293212890625
1712481032;Update;;199.996900000000010777512216009199619293212890625
1712481034;Update;;199.996900000000010777512216009199619293212890625
1712481036;Update;;199.996900000000010777512216009199619293212890625
1712481038;Update;;199.992700000000013460521586239337921142578125
1712481040;Update;;199.992700000000013460521586239337921142578125
1712481042;Update;;199.996900000000010777512216009199619293212890625
1712481044;Update;;199.996900000000010777512216009199619293212890625
1712481046;Update;;199.996900000000010777512216009199619293212890625
1712481048;Update;;199.996900000000010777512216009199619293212890625
1712481050;Update;;199.996900000000010777512216009199619293212890625
1712481052;Update;;199.996900000000010777512216009199619293212890625
1712481054;Update;;199.996900000000010777512216009199619293212890625
1712481056;Update;;199.996900000000010777512216009199619293212890625
1712481058;Update;;199.996900000000010777512216009199619293212890625
1712481060;Update;;199.996900000000010777512216009199619293212890625
1712481062;Update;;199.996900000000010777512216009199619293212890625
1712481064;Update;;199.99479999999999790816218592226505279541015625
1712481066;Update;;199.99479999999999790816218592226505279541015625
1712481068;Update;;199.99479999999999790816218592226505279541015625
1712481070;Update;;199.996000000000009322320693172514438629150390625
1712481072;Update;;199.996000000000009322320693172514438629150390625
1712481074;Update;;199.996000000000009322320693172514438629150390625
1712481076;Update;;200.012300000000010413714335300028324127197265625
1712481078;Update;;200.012300000000010413714335300028324127197265625
1712481080;Update;;199.996900000000010777512216009199619293212890625
1712481082;Update;;199.996900000000010777512216009199619293212890625
1712481084;Update;;199.996900000000010777512216009199619293212890625
1712481086;Update;;199.996900000000010777512216009199619293212890625
1712481088;Update;;199.996900000000010777512216009199619293212890625
1712481090;Update;;199.996900000000010777512216009199619293212890625
1712481092;Update;;199.996900000000010777512216009199619293212890625
1712481094;Update;;199.996900000000010777512216009199619293212890625
1712481096;Update;;199.996900000000010777512216009199619293212890625
1712481098;Update;;199.990100000000012414602679200470447540283203125
1712481100;Update;;199.990100000000012414602679200470447540283203125
1712481102;Update;;199.98980000000000245563569478690624237060546875
1712481104;Update;;199.98980000000000245563569478690624237060546875
1712481109;Update;;199.98980000000000245563569478690624237060546875
1712481110;Update;;199.987699999999989586285664699971675872802734375
1712481110;Update;;199.987699999999989586285664699971675872802734375
1712481112;Update;;199.987699999999989586285664699971675872802734375
1712481114;Update;;199.970699999999993679011822678148746490478515625
1712481117;Update;;199.970699999999993679011822678148746490478515625
1712481118;Update;;199.9171000000000049112713895738124847412109375
1712481120;Update;;199.9171000000000049112713895738124847412109375
1712481122;Update;;199.9171000000000049112713895738124847412109375
1712481124;Update;;199.915699999999986857801559381186962127685546875
1712481126;Update;;199.915699999999986857801559381186962127685546875
1712481128;Update;;199.915699999999986857801559381186962127685546875
1712481130;Update;;199.917499999999989768184605054557323455810546875
1712481132;Update;;199.917499999999989768184605054557323455810546875
1712481134;Update;;199.915400000000005320544005371630191802978515625
1712481136;Update;;199.915400000000005320544005371630191802978515625
1712481138;Update;;199.915400000000005320544005371630191802978515625
1712481140;Update;;199.90829999999999699866748414933681488037109375
1712481142;Update;;199.90829999999999699866748414933681488037109375
1712481144;Update;;199.90829999999999699866748414933681488037109375
1712481146;Update;;199.911799999999999499777914024889469146728515625
1712481148;Update;;199.911799999999999499777914024889469146728515625
1712481150;Update;;199.911799999999999499777914024889469146728515625
1712481152;Update;;199.907000000000010686562745831906795501708984375
1712481154;Update;;199.907000000000010686562745831906795501708984375
1712481156;Update;;199.908800000000013596945791505277156829833984375
1712481158;Update;;199.908800000000013596945791505277156829833984375
1712481160;Update;;199.908800000000013596945791505277156829833984375
1712481162;Update;;199.90399999999999636202119290828704833984375
1712481164;Update;;199.90399999999999636202119290828704833984375
1712481166;Update;;199.90399999999999636202119290828704833984375
1712481168;Update;;199.8980999999999994543031789362430572509765625
1712481170;Update;;199.8980999999999994543031789362430572509765625
1712481172;Update;;199.912900000000007594280759803950786590576171875
1712481174;Update;;199.912900000000007594280759803950786590576171875
1712481176;Update;;199.912900000000007594280759803950786590576171875
1712481178;Update;;199.914700000000010504663805477321147918701171875
1712481180;Update;;199.914700000000010504663805477321147918701171875
1712481182;Update;;199.914700000000010504663805477321147918701171875
1712481184;Update;;199.939699999999987767296261154115200042724609375
1712481186;Update;;199.939699999999987767296261154115200042724609375
1712481188;Update;;199.939699999999987767296261154115200042724609375
1712481190;Update;;199.92959999999999354258761741220951080322265625
1712481192;Update;;199.92959999999999354258761741220951080322265625
1712481194;Update;;199.97489999999999099600245244801044464111328125
1712481196;Update;;199.97489999999999099600245244801044464111328125
1712481198;Update;;199.97489999999999099600245244801044464111328125
1712481200;Update;;200.045199999999994133759173564612865447998046875
1712481202;Update;;200.045199999999994133759173564612865447998046875
1712481204;Update;;200.045199999999994133759173564612865447998046875
1712481206;Update;;200.044900000000012596501619555056095123291015625
1712481208;Update;;200.044900000000012596501619555056095123291015625
1712481210;Update;;200.067100000000010595613275654613971710205078125
1712481212;Update;;200.067100000000010595613275654613971710205078125
1712481214;Update;;200.067100000000010595613275654613971710205078125
1712481216;Update;;200.049900000000008049028110690414905548095703125
1712481218;Update;;200.049900000000008049028110690414905548095703125
1712481220;Update;;200.049900000000008049028110690414905548095703125
1712481222;Update;;200.041100000000000136424205265939235687255859375
1712481224;Update;;200.041100000000000136424205265939235687255859375
1712481229;Update;;200.05320000000000391082721762359142303466796875
1712481230;Update;;200.05320000000000391082721762359142303466796875
1712481230;Update;;200.05320000000000391082721762359142303466796875
1712481232;Update;;200.0475999999999885403667576611042022705078125
1712481234;Update;;200.0475999999999885403667576611042022705078125
1712481236;Update;;200.0475999999999885403667576611042022705078125
1712481238;Update;;200.077899999999999636202119290828704833984375
1712481240;Update;;200.077899999999999636202119290828704833984375
1712481242;Update;;200.077899999999999636202119290828704833984375
1712481244;Update;;200.097299999999989950083545409142971038818359375
1712481246;Update;;200.097299999999989950083545409142971038818359375
1712481248;Update;;200.08400000000000318323145620524883270263671875
1712481250;Update;;200.08400000000000318323145620524883270263671875
1712481252;Update;;200.08400000000000318323145620524883270263671875
1712481254;Update;;200.133299999999991314325598068535327911376953125
1712481256;Update;;200.133299999999991314325598068535327911376953125
1712481258;Update;;200.133299999999991314325598068535327911376953125
1712481260;Update;;200.143499999999988858689903281629085540771484375
1712481262;Update;;200.143499999999988858689903281629085540771484375
1712481264;Update;;200.143499999999988858689903281629085540771484375
1712481266;Update;;200.143499999999988858689903281629085540771484375
1712481268;Update;;200.143499999999988858689903281629085540771484375
1712481270;Update;;200.068000000000012050804798491299152374267578125
1712481272;Update;;200.068000000000012050804798491299152374267578125
1712481274;Update;;200.068000000000012050804798491299152374267578125
1712481276;Update;;200.0629999999999881765688769519329071044921875
1712481278;Update;;200.0629999999999881765688769519329071044921875
1712481280;Update;;200.067100000000010595613275654613971710205078125
1712481282;Update;;200.067100000000010595613275654613971710205078125
1712481284;Update;;200.067100000000010595613275654613971710205078125
1712481286;Update;;200.060699999999997089616954326629638671875
1712481288;Update;;200.060699999999997089616954326629638671875
1712481290;Update;;200.060699999999997089616954326629638671875
1712481292;Update;;200.057400000000001227817847393453121185302734375
1712481294;Update;;200.057400000000001227817847393453121185302734375
1712481296;Update;;200.057400000000001227817847393453121185302734375
1712481298;Update;;200.042200000000008230927051045000553131103515625
1712481300;Update;;200.042200000000008230927051045000553131103515625
1712481302;Update;;200.028600000000011505107977427542209625244140625
1712481304;Update;;200.028600000000011505107977427542209625244140625
1712481306;Update;;200.028600000000011505107977427542209625244140625
1712481308;Update;;200.031800000000004047251422889530658721923828125
1712481310;Update;;200.031800000000004047251422889530658721923828125
1712481312;Update;;200.031800000000004047251422889530658721923828125
1712481314;Update;;200.03559999999998808561940677464008331298828125
1712481316;Update;;200.03559999999998808561940677464008331298828125
1712481318;Update;;200.03690000000000281943357549607753753662109375
1712481320;Update;;200.03690000000000281943357549607753753662109375
1712481322;Update;;200.03690000000000281943357549607753753662109375
1712481324;Update;;200.03469999999998663042788393795490264892578125
1712481326;Update;;200.03469999999998663042788393795490264892578125
1712481328;Update;;200.03469999999998663042788393795490264892578125
1712481330;Update;;200.03710000000000945874489843845367431640625
1712481332;Update;;200.03710000000000945874489843845367431640625
1712481334;Update;;200.03710000000000945874489843845367431640625
1712481336;Update;;200.002199999999987767296261154115200042724609375
1712481338;Update;;200.002199999999987767296261154115200042724609375
1712481340;Update;;200.006699999999995043253875337541103363037109375
1712481342;Update;;200.006699999999995043253875337541103363037109375
1712481344;Update;;200.006699999999995043253875337541103363037109375
1712481350;Update;;199.959300000000013142198440618813037872314453125
1712481351;Update;;199.973199999999991405275068245828151702880859375
1712481351;Update;;199.973199999999991405275068245828151702880859375
1712481352;Update;;199.973199999999991405275068245828151702880859375
1712481354;Update;;199.973199999999991405275068245828151702880859375
1712481356;Update;;199.992600000000010140865924768149852752685546875
1712481358;Update;;199.992600000000010140865924768149852752685546875
1712481360;Update;;199.992600000000010140865924768149852752685546875
1712481362;Update;;199.98570000000000845830072648823261260986328125
1712481364;Update;;199.98570000000000845830072648823261260986328125
1712481366;Update;;199.98570000000000845830072648823261260986328125
1712481368;Update;;199.94229999999998881321516819298267364501953125
1712481370;Update;;199.94229999999998881321516819298267364501953125
1712481372;Update;;199.971599999999995134203345514833927154541015625
1712481374;Update;;199.971599999999995134203345514833927154541015625
1712481376;Update;;199.971599999999995134203345514833927154541015625
1712481378;Update;;199.966199999999986403054208494722843170166015625
1712481380;Update;;199.966199999999986403054208494722843170166015625
1712481382;Update;;199.966199999999986403054208494722843170166015625
1712481384;Update;;199.909300000000001773514668457210063934326171875
1712481386;Update;;199.909300000000001773514668457210063934326171875
1712481388;Update;;199.909300000000001773514668457210063934326171875
1712481390;Update;;199.9144000000000005456968210637569427490234375
1712481392;Update;;199.9144000000000005456968210637569427490234375
1712481394;Update;;199.9116999999999961801222525537014007568359375
1712481396;Update;;199.9116999999999961801222525537014007568359375
1712481398;Update;;199.9116999999999961801222525537014007568359375
1712481400;Update;;199.90960000000001173248165287077426910400390625
1712481402;Update;;199.90960000000001173248165287077426910400390625
1712481404;Update;;199.90960000000001173248165287077426910400390625
1712481406;Update;;199.902299999999996771293808706104755401611328125
1712481408;Update;;199.902299999999996771293808706104755401611328125
1712481410;Update;;199.912299999999987676346790976822376251220703125
1712481412;Update;;199.912299999999987676346790976822376251220703125
1712481414;Update;;199.912299999999987676346790976822376251220703125
1712481416;Update;;199.916599999999988312993082217872142791748046875
1712481418;Update;;199.916599999999988312993082217872142791748046875
1712481420;Update;;199.916599999999988312993082217872142791748046875
1712481422;Update;;199.908400000000000318323145620524883270263671875
1712481424;Update;;199.908400000000000318323145620524883270263671875
1712481426;Update;;199.908400000000000318323145620524883270263671875
1712481428;Update;;199.9062999999999874489731155335903167724609375
1712481430;Update;;199.9062999999999874489731155335903167724609375
1712481432;Update;;199.91239999999999099600245244801044464111328125
1712481434;Update;;199.91239999999999099600245244801044464111328125
1712481436;Update;;199.91239999999999099600245244801044464111328125
1712481438;Update;;199.93049999999999499777914024889469146728515625
1712481440;Update;;199.93049999999999499777914024889469146728515625
1712481442;Update;;199.93049999999999499777914024889469146728515625
1712481444;Update;;199.916799999999994952304405160248279571533203125
1712481446;Update;;199.916799999999994952304405160248279571533203125
1712481448;Update;;199.914700000000010504663805477321147918701171875
1712481450;Update;;199.914700000000010504663805477321147918701171875
1712481452;Update;;199.914700000000010504663805477321147918701171875
1712481454;Update;;199.9116999999999961801222525537014007568359375
1712481456;Update;;199.9116999999999961801222525537014007568359375
1712481458;Update;;199.9116999999999961801222525537014007568359375
1712481460;Update;;199.9234999999999899955582804977893829345703125
1712481462;Update;;199.9234999999999899955582804977893829345703125
1712481464;Update;;199.893200000000007321432349272072315216064453125
1712481469;Update;;199.893200000000007321432349272072315216064453125
1712481491;Update;;199.7903000000000020008883439004421234130859375
1712481492;Update;;199.812800000000009958966984413564205169677734375
1712481495;Update;;199.812800000000009958966984413564205169677734375
1712481496;Update;;199.812800000000009958966984413564205169677734375
1712481498;Update;;199.841399999999993042365531437098979949951171875
1712481500;Update;;199.841399999999993042365531437098979949951171875
1712481502;Update;;199.83400000000000318323145620524883270263671875
1712481504;Update;;199.83400000000000318323145620524883270263671875
1712481506;Update;;199.83400000000000318323145620524883270263671875
1712481508;Update;;199.82130000000000791260390542447566986083984375
1712481510;Update;;199.82130000000000791260390542447566986083984375
1712481512;Update;;199.82130000000000791260390542447566986083984375
1712481514;Update;;199.833699999999993224264471791684627532958984375
1712481516;Update;;199.833699999999993224264471791684627532958984375
1712481518;Update;;199.83850000000001045918907038867473602294921875
1712481520;Update;;199.83850000000001045918907038867473602294921875
1712481522;Update;;199.83850000000001045918907038867473602294921875
1712481524;Update;;199.841599999999999681676854379475116729736328125
1712481526;Update;;199.841599999999999681676854379475116729736328125
1712481528;Update;;199.841599999999999681676854379475116729736328125
1712481530;Update;;199.840000000000003410605131648480892181396484375
1712481532;Update;;199.840000000000003410605131648480892181396484375
1712481534;Update;;199.840000000000003410605131648480892181396484375
1712481536;Update;;199.833699999999993224264471791684627532958984375
1712481538;Update;;199.833699999999993224264471791684627532958984375
1712481540;Update;;199.8464999999999918145476840436458587646484375
1712481542;Update;;199.8464999999999918145476840436458587646484375
1712481544;Update;;199.8464999999999918145476840436458587646484375
1712481546;Update;;199.84440000000000736690708436071872711181640625
1712481548;Update;;199.84440000000000736690708436071872711181640625
1712481550;Update;;199.84440000000000736690708436071872711181640625
1712481552;Update;;199.840900000000004865796654485166072845458984375
1712481554;Update;;199.840900000000004865796654485166072845458984375
1712481556;Update;;199.844999999999998863131622783839702606201171875
1712481558;Update;;199.844999999999998863131622783839702606201171875
1712481560;Update;;199.844999999999998863131622783839702606201171875
1712481562;Update;;199.840499999999991587174008600413799285888671875
1712481564;Update;;199.840499999999991587174008600413799285888671875
1712481566;Update;;199.840499999999991587174008600413799285888671875
1712481568;Update;;199.851499999999987267074175179004669189453125
1712481570;Update;;199.851499999999987267074175179004669189453125
1712481572;Update;;199.851499999999987267074175179004669189453125
1712481574;Update;;199.858300000000014051693142391741275787353515625
1712481576;Update;;199.858300000000014051693142391741275787353515625
1712481578;Update;;199.8455999999999903593561612069606781005859375
1712481580;Update;;199.8455999999999903593561612069606781005859375
1712481582;Update;;199.8455999999999903593561612069606781005859375
1712481584;Update;;199.85140000000001236912794411182403564453125
1712481586;Update;;199.85140000000001236912794411182403564453125
1712481588;Update;;199.85140000000001236912794411182403564453125
1712481590;Update;;199.839799999999996771293808706104755401611328125
1712481592;Update;;199.839799999999996771293808706104755401611328125
1712481594;Update;;199.828800000000001091393642127513885498046875
1712481596;Update;;199.828800000000001091393642127513885498046875
1712481598;Update;;199.828800000000001091393642127513885498046875
1712481600;Update;;199.809200000000004138200893066823482513427734375
1712481602;Update;;199.809200000000004138200893066823482513427734375
1712481604;Update;;199.809200000000004138200893066823482513427734375
1712481606;Update;;199.831199999999995498001226224005222320556640625
1712481611;Update;;199.831199999999995498001226224005222320556640625
1712481612;Update;;199.8437000000000125510268844664096832275390625
1712481612;Update;;199.8437000000000125510268844664096832275390625
1712481614;Update;;199.8437000000000125510268844664096832275390625
1712481633;Update;;199.832400000000006912159733474254608154296875
1712481634;Update;;199.832400000000006912159733474254608154296875
1712481636;Update;;199.832400000000006912159733474254608154296875
1712481638;Update;;199.832400000000006912159733474254608154296875
1712481640;Update;;199.832400000000006912159733474254608154296875
1712481642;Update;;199.832400000000006912159733474254608154296875
1712481644;Update;;199.829700000000002546585164964199066162109375
1712481646;Update;;199.829700000000002546585164964199066162109375
1712481648;Update;;199.825199999999995270627550780773162841796875
1712481650;Update;;199.825199999999995270627550780773162841796875
1712481652;Update;;199.825199999999995270627550780773162841796875
1712481654;Update;;199.824600000000003774403012357652187347412109375
1712481656;Update;;199.824600000000003774403012357652187347412109375
1712481658;Update;;199.824600000000003774403012357652187347412109375
1712481660;Update;;199.77809999999999490682967007160186767578125
1712481662;Update;;199.77809999999999490682967007160186767578125
1712481664;Update;;199.77809999999999490682967007160186767578125
1712481666;Update;;199.7667999999999892679625190794467926025390625
1712481668;Update;;199.7667999999999892679625190794467926025390625
1712481670;Update;;199.720900000000000318323145620524883270263671875
1712481672;Update;;199.720900000000000318323145620524883270263671875
1712481674;Update;;199.720900000000000318323145620524883270263671875
1712481676;Update;;199.681099999999986494003678672015666961669921875
1712481678;Update;;199.681099999999986494003678672015666961669921875
1712481680;Update;;199.681099999999986494003678672015666961669921875
1712481682;Update;;199.663800000000009049472282640635967254638671875
1712481684;Update;;199.663800000000009049472282640635967254638671875
1712481686;Update;;199.65670000000000072759576141834259033203125
1712481688;Update;;199.65670000000000072759576141834259033203125
1712481690;Update;;199.65670000000000072759576141834259033203125
1712481692;Update;;199.676999999999992496668710373342037200927734375
1712481694;Update;;199.676999999999992496668710373342037200927734375
1712481696;Update;;199.676999999999992496668710373342037200927734375
1712481698;Update;;199.676999999999992496668710373342037200927734375
1712481700;Update;;199.676999999999992496668710373342037200927734375
1712481702;Update;;199.682400000000001227817847393453121185302734375
1712481723;Update;;199.678500000000013869794202037155628204345703125
1712481724;Update;;199.65850000000000363797880709171295166015625
1712481726;Update;;199.65850000000000363797880709171295166015625
1712481728;Update;;199.65850000000000363797880709171295166015625
1712481730;Update;;199.65850000000000363797880709171295166015625
1712481732;Update;;199.65850000000000363797880709171295166015625
1712481734;Update;;199.65850000000000363797880709171295166015625
1712481736;Update;;199.676999999999992496668710373342037200927734375
1712481738;Update;;199.676999999999992496668710373342037200927734375
1712481740;Update;;199.676999999999992496668710373342037200927734375
1712481742;Update;;199.676999999999992496668710373342037200927734375
1712481744;Update;;199.676999999999992496668710373342037200927734375
1712481746;Update;;199.65969999999998663042788393795490264892578125
1712481748;Update;;199.65969999999998663042788393795490264892578125
1712481750;Update;;199.65969999999998663042788393795490264892578125
1712481767;Update;;199.63650000000001227817847393453121185302734375
1712481768;Update;;199.63650000000001227817847393453121185302734375
1712481770;Update;;199.63650000000001227817847393453121185302734375
1712481772;Update;;199.582300000000003592504072003066539764404296875
1712481774;Update;;199.582300000000003592504072003066539764404296875
1712481776;Update;;199.582300000000003592504072003066539764404296875
1712481778;Update;;199.588899999999995316102285869419574737548828125
1712481780;Update;;199.588899999999995316102285869419574737548828125
1712481782;Update;;199.588899999999995316102285869419574737548828125
1712481784;Update;;199.6526000000000067302607931196689605712890625
1712481786;Update;;199.6526000000000067302607931196689605712890625
1712481788;Update;;199.6526000000000067302607931196689605712890625
1712481790;Update;;199.65919999999999845385900698602199554443359375
1712481792;Update;;199.65919999999999845385900698602199554443359375
1712481795;Update;;199.66689999999999827196006663143634796142578125
1712481796;Update;;199.66689999999999827196006663143634796142578125
1712481798;Update;;199.66689999999999827196006663143634796142578125
1712481800;Update;;199.70089999999999008650775067508220672607421875
1712481802;Update;;199.70089999999999008650775067508220672607421875
1712481804;Update;;199.70089999999999008650775067508220672607421875
1712481807;Update;;199.6942999999999983629095368087291717529296875
1712481808;Update;;199.6942999999999983629095368087291717529296875
1712481811;Update;;199.682400000000001227817847393453121185302734375
1712481812;Update;;199.682400000000001227817847393453121185302734375
1712481814;Update;;199.682400000000001227817847393453121185302734375
1712481816;Update;;199.6752999999999929059413261711597442626953125
1712481818;Update;;199.6752999999999929059413261711597442626953125
1712481820;Update;;199.6752999999999929059413261711597442626953125
1712481822;Update;;199.71219999999999572537490166723728179931640625
1712481824;Update;;199.71219999999999572537490166723728179931640625
1712481826;Update;;199.71219999999999572537490166723728179931640625
1712481828;Update;;199.71219999999999572537490166723728179931640625
1712481830;Update;;199.71219999999999572537490166723728179931640625
1712481832;Update;;199.724700000000012778400559909641742706298828125
1712481834;Update;;199.724700000000012778400559909641742706298828125
1712481836;Update;;199.724700000000012778400559909641742706298828125
1712481838;Update;;199.731300000000004501998773775994777679443359375
1712481840;Update;;199.731300000000004501998773775994777679443359375
1712481842;Update;;199.731300000000004501998773775994777679443359375
1712481844;Update;;199.734900000000010322764865122735500335693359375
1712481846;Update;;199.734900000000010322764865122735500335693359375
1712481848;Update;;199.74979999999999336068867705762386322021484375
1712481850;Update;;199.74979999999999336068867705762386322021484375
1712481852;Update;;199.74979999999999336068867705762386322021484375
1712481854;Update;;199.762100000000003774403012357652187347412109375
1712481856;Update;;199.762100000000003774403012357652187347412109375
1712481858;Update;;199.762100000000003774403012357652187347412109375
1712481860;Update;;199.75749999999999317878973670303821563720703125
1712481862;Update;;199.75749999999999317878973670303821563720703125
1712481864;Update;;199.77240000000000463842297904193401336669921875
1712481866;Update;;199.77240000000000463842297904193401336669921875
1712481868;Update;;199.77240000000000463842297904193401336669921875
1712481870;Update;;199.789099999999990586729836650192737579345703125
1712481872;Update;;199.789099999999990586729836650192737579345703125
1712481874;Update;;199.789099999999990586729836650192737579345703125
1712481876;Update;;199.77539999999999054125510156154632568359375
1712481878;Update;;199.77539999999999054125510156154632568359375
1712481880;Update;;199.77539999999999054125510156154632568359375
1712481882;Update;;199.774799999999999045030563138425350189208984375
1712481887;Update;;199.774799999999999045030563138425350189208984375
1712481888;Update;;199.774799999999999045030563138425350189208984375
1712481888;Update;;199.774799999999999045030563138425350189208984375
1712481890;Update;;199.774799999999999045030563138425350189208984375
1712481892;Update;;199.7667999999999892679625190794467926025390625
1712481894;Update;;199.7667999999999892679625190794467926025390625
1712481896;Update;;199.7667999999999892679625190794467926025390625
1712481898;Update;;199.774799999999999045030563138425350189208984375
1712481900;Update;;199.774799999999999045030563138425350189208984375
1712481902;Update;;199.772999999999996134647517465054988861083984375
1712481904;Update;;199.772999999999996134647517465054988861083984375
1712481906;Update;;199.772999999999996134647517465054988861083984375
1712481908;Update;;199.7830999999999903593561612069606781005859375
1712481910;Update;;199.7830999999999903593561612069606781005859375
1712481912;Update;;199.7830999999999903593561612069606781005859375
1712481914;Update;;199.7830999999999903593561612069606781005859375
1712481916;Update;;199.7830999999999903593561612069606781005859375
1712481918;Update;;199.7830999999999903593561612069606781005859375
1712481920;Update;;199.801799999999985857357387430965900421142578125
1712481922;Update;;199.801799999999985857357387430965900421142578125
1712481924;Update;;199.808099999999996043698047287762165069580078125
1712481926;Update;;199.808099999999996043698047287762165069580078125
1712481928;Update;;199.808099999999996043698047287762165069580078125
1712481930;Update;;199.804200000000008685674401931464672088623046875
1712481932;Update;;199.804200000000008685674401931464672088623046875
1712481934;Update;;199.804200000000008685674401931464672088623046875
1712481936;Update;;199.85570000000001300577423535287380218505859375
1712481938;Update;;199.85570000000001300577423535287380218505859375
1712481940;Update;;199.8795000000000072759576141834259033203125
1712481942;Update;;199.8795000000000072759576141834259033203125
1712481944;Update;;199.8795000000000072759576141834259033203125
1712481946;Update;;199.875300000000009958966984413564205169677734375
1712481948;Update;;199.875300000000009958966984413564205169677734375
1712481950;Update;;199.875300000000009958966984413564205169677734375
1712481952;Update;;199.87889999999998735802364535629749298095703125
1712481954;Update;;199.87889999999998735802364535629749298095703125
1712481956;Update;;199.91050000000001318767317570745944976806640625
1712481958;Update;;199.91050000000001318767317570745944976806640625
